SL.No,Date,Category,Sub category,Ward Name/No,Zone Name,Grievance Mode,Status
8736,26-04-2023,Health Dept,Air/Noise pollution,Puttenahalli/187,Bommanahalli,BBMP-UDP,CLOSED
8737,26-04-2023,Health Dept,Fogging,Sudam Nagar/118,South,BBMP-UDP,RESOLVED
8738,26-04-2023,Health Dept,Increase in mosquito density,HBR Layout/24,East,BBMP-UDP,CLOSED
8739,26-04-2023,Health Dept,Increase in mosquito density,Vidyaranyapura/9,Yelahanka,Nammabengaluru App,CLOSED
8740,27-04-2023,Health Dept,Spraying,Arakere/193,Bommanahalli,Nammabengaluru App,CLOSED
8741,27-04-2023,Health Dept,Air/Noise pollution,Ganeshmandira Ward/165,South,Nammabengaluru App,CLOSED
8742,27-04-2023,Health Dept,Air/Noise pollution,Hongasandra/189,Bommanahalli,Nammabengaluru App,CLOSED
8743,27-04-2023,Health Dept,Air/Noise pollution,Gurappanapalya/171,South,BBMP-UDP,CLOSED
8744,27-04-2023,Health Dept,Air/Noise pollution,Jakkur/5,Yelahanka,BBMP-UDP,CLOSED
8745,27-04-2023,Health Dept,Spraying,HSR Layout/174,Bommanahalli,Nammabengaluru App,CLOSED
8746,27-04-2023,Health Dept,Increase in mosquito density,Vishwanathnagenahalli/22,East,BBMP-UDP,CLOSED
8747,28-04-2023,Health Dept,Air/Noise pollution,Vidyaranyapura/9,Yelahanka,BBMP-UDP,CLOSED
8748,28-04-2023,Health Dept,Increase in mosquito density,Horamavu/25,Mahadevapura,Nammabengaluru App,CLOSED
8749,28-04-2023,Health Dept,Increase in mosquito density,Horamavu/25,Mahadevapura,Nammabengaluru App,CLOSED
8750,28-04-2023,Health Dept,Increase in mosquito density,Vignana Nagar/81,Mahadevapura,Nammabengaluru App,CLOSED
8751,28-04-2023,Health Dept,Fogging,Doddabommasandra/10,Yelahanka,Nammabengaluru App,CLOSED
8752,29-04-2023,Health Dept,Increase in mosquito density,Jakkur/5,Yelahanka,Nammabengaluru App,CLOSED
8753,29-04-2023,Health Dept,Increase in mosquito density,Horamavu/25,Mahadevapura,Nammabengaluru App,CLOSED
8754,29-04-2023,Health Dept,Air/Noise pollution,Herohalli/72,RRNagar,BBMP-UDP,RESOLVED
8755,29-04-2023,Health Dept,Increase in mosquito density,Chalavadipalya/138,West,BBMP-UDP,CLOSED
8756,29-04-2023,Health Dept,Increase in mosquito density,Ejipura/148,South,BBMP-UDP,RESOLVED
8757,29-04-2023,Health Dept,Increase in mosquito density,Doddabommasandra/10,Yelahanka,Nammabengaluru App,CLOSED
8758,30-04-2023,Health Dept,Increase in mosquito density,Singasandra/191,Bommanahalli,Nammabengaluru App,CLOSED
8759,01-05-2023,Health Dept,Increase in mosquito density,Gurappanapalya/171,South,Nammabengaluru App,CLOSED
8760,01-05-2023,Health Dept,Increase in mosquito density,Someshwara/3,Yelahanka,BBMP-UDP,CLOSED
8761,02-05-2023,Health Dept,Increase in mosquito density,Nagavara/23,East,Nammabengaluru App,CLOSED
8762,02-05-2023,Health Dept,Delay in issue of Trade licence,Radhakrishna Temple/18,East,BBMP-UDP,CLOSED
8763,02-05-2023,Health Dept,Fogging,Vannarpet/115,East,BBMP-UDP,CLOSED
8764,03-05-2023,Health Dept,Spraying,Gandhi Nagar/94,West,Nammabengaluru App,CLOSED
8765,03-05-2023,Health Dept,Increase in mosquito density,Singasandra/191,Bommanahalli,BBMP-UDP,CLOSED
8766,03-05-2023,Health Dept,Air/Noise pollution,Hemmigepura/198,RRNagar,Nammabengaluru App,CLOSED
8767,04-05-2023,Health Dept,Increase in mosquito density,Nagavara/23,East,BBMP-UDP,CLOSED
8768,04-05-2023,Health Dept,Fogging,Sri Nagar/156,South,BBMP-UDP,RESOLVED
8769,05-05-2023,Health Dept,Air/Noise pollution,Konena Agrahara/113,East,BBMP-UDP,NON RELEVANT
8770,05-05-2023,Health Dept,Increase in mosquito density,Giri Nagar/162,South,Nammabengaluru App,RESOLVED
8771,05-05-2023,Health Dept,Increase in mosquito density,Ullalu/130,RRNagar,BBMP-UDP,CLOSED
8772,06-05-2023,Health Dept,Fogging,Jeevanbhima Nagar/88,East,BBMP-UDP,CLOSED
8773,07-05-2023,Health Dept,Increase in mosquito density,BTM Layout/176,South,Nammabengaluru App,RESOLVED
8774,08-05-2023,Health Dept,Increase in mosquito density,Sudam Nagar/118,South,BBMP-UDP,RESOLVED
8775,08-05-2023,Health Dept,Unhygienic premises in Hotel etc,Horamavu/25,Mahadevapura,Nammabengaluru App,CLOSED
8776,08-05-2023,Health Dept,Air/Noise pollution,Byatarayanapura/7,Yelahanka,BBMP-UDP,CLOSED
8777,08-05-2023,Health Dept,Unhygienic premises in Hotel etc,Sampangiram Nagar/110,East,BBMP-UDP,CLOSED
8778,09-05-2023,Health Dept,Unhygienic premises in Hotel etc,Malleshwaram/65,West,BBMP-UDP,CLOSED
8779,09-05-2023,Health Dept,Unhygienic premises in Hotel etc,Neelasandra/116,East,Nammabengaluru App,CLOSED
8780,09-05-2023,Health Dept,Air/Noise pollution,Shivaji Nagar/92,East,BBMP-UDP,CLOSED
8781,10-05-2023,Health Dept,Increase in mosquito density,Ullalu/130,RRNagar,BBMP-UDP,CLOSED
8782,10-05-2023,Health Dept,Spraying,Hemmigepura/198,RRNagar,BBMP-UDP,CLOSED
8783,11-05-2023,Health Dept,Air/Noise pollution,Hombegowda Nagar/145,South,BBMP-UDP,RESOLVED
8784,11-05-2023,Health Dept,Air/Noise pollution,HBR Layout/24,East,BBMP-UDP,CLOSED
8785,12-05-2023,Health Dept,Increase in mosquito density,Kuvempu Nagar/11,Yelahanka,Nammabengaluru App,CLOSED
8786,13-05-2023,Health Dept,Increase in mosquito density,Sunkenahalli/142,South,BBMP-UDP,RESOLVED
8787,13-05-2023,Health Dept,Increase in mosquito density,Thanisandra/6,Yelahanka,BBMP-UDP,CLOSED
8788,13-05-2023,Health Dept,Increase in mosquito density,Yelahanka old Satellite Town/4,Yelahanka,Nammabengaluru App,CLOSED
8789,13-05-2023,Health Dept,Increase in mosquito density,Hemmigepura/198,RRNagar,Whatsapp,CLOSED
8790,13-05-2023,Health Dept,Air/Noise pollution,Shakthiganapathi Nagar/74,West,BBMP-UDP,CLOSED
8791,14-05-2023,Health Dept,Increase in mosquito density,Jakkur/5,Yelahanka,Nammabengaluru App,CLOSED
8792,14-05-2023,Health Dept,Spraying,Jakkur/5,Yelahanka,Nammabengaluru App,CLOSED
8793,14-05-2023,Health Dept,Increase in mosquito density,Kengeri/159,RRNagar,Nammabengaluru App,CLOSED
8794,14-05-2023,Health Dept,Increase in mosquito density,Basaveshwara Nagar/100,West,BBMP-UDP,CLOSED
8795,14-05-2023,Health Dept,Increase in mosquito density,Jogupalya/89,East,Nammabengaluru App,CLOSED
8796,15-05-2023,Health Dept,Air/Noise pollution,Dodda Bidarkallu/40,RRNagar,BBMP-UDP,RESOLVED
8797,15-05-2023,Health Dept,Increase in mosquito density,Byatarayanapura/7,Yelahanka,BBMP-UDP,CLOSED
8798,15-05-2023,Health Dept,Increase in mosquito density,Banaswadi/27,East,Nammabengaluru App,CLOSED
8799,15-05-2023,Health Dept,Unhygienic premises in Hotel etc,Dattathreya Temple/77,West,Nammabengaluru App,CLOSED
8800,15-05-2023,Health Dept,Increase in mosquito density,Nayandanahalli/131,West,BBMP-UDP,CLOSED
8801,15-05-2023,Health Dept,Fogging,Someshwara/3,Yelahanka,BBMP-UDP,CLOSED
8802,15-05-2023,Health Dept,Fogging,Doddabommasandra/10,Yelahanka,BBMP-UDP,CLOSED
8803,16-05-2023,Health Dept,Air/Noise pollution,Ulsoor/90,East,BBMP-UDP,CLOSED
8804,16-05-2023,Health Dept,Increase in mosquito density,BTM Layout/176,South,BBMP-UDP,RESOLVED
8805,16-05-2023,Health Dept,Unhygienic premises in Hotel etc,Rajagopala Nagar/70,Dasarahalli,BBMP-UDP,RESOLVED
8806,16-05-2023,Health Dept,Increase in mosquito density,Kengeri/159,RRNagar,Nammabengaluru App,CLOSED
8807,16-05-2023,Health Dept,Increase in mosquito density,Vannarpet/115,East,Whatsapp,CLOSED
8808,16-05-2023,Health Dept,Increase in mosquito density,Byrasandra/169,South,BBMP-UDP,CLOSED
8809,16-05-2023,Health Dept,Increase in mosquito density,Herohalli/72,RRNagar,BBMP-UDP,RESOLVED
8810,16-05-2023,Health Dept,Spraying,Jakkur/5,Yelahanka,Nammabengaluru App,CLOSED
8811,16-05-2023,Health Dept,Spraying,Siddapura/144,South,BBMP-UDP,RESOLVED
8812,17-05-2023,Health Dept,Fogging,Horamavu/25,Mahadevapura,Nammabengaluru App,CLOSED
8813,17-05-2023,Health Dept,Delay in issue of Trade licence,Dodda Bidarkallu/40,RRNagar,BBMP-UDP,RESOLVED
8814,17-05-2023,Health Dept,Fogging,Jakkur/5,Yelahanka,Whatsapp,CLOSED
8815,17-05-2023,Health Dept,Increase in mosquito density,Sri Nagar/156,South,BBMP-UDP,RESOLVED
8816,17-05-2023,Health Dept,Air/Noise pollution,Rajagopala Nagar/70,Dasarahalli,Whatsapp,RESOLVED
8817,17-05-2023,Health Dept,Fogging,Hosakerehalli/161,South,BBMP-UDP,CLOSED
8818,17-05-2023,Health Dept,Increase in mosquito density,Rajarajeshwari Nagar/160,RRNagar,Nammabengaluru App,CLOSED
8819,17-05-2023,Health Dept,Spraying,Rajarajeshwari Nagar/160,RRNagar,Nammabengaluru App,CLOSED
8820,17-05-2023,Health Dept,Increase in mosquito density,Kodigehalli/8,Yelahanka,Nammabengaluru App,CLOSED
8821,17-05-2023,Health Dept,Increase in mosquito density,Kottigepalya/73,RRNagar,BBMP-UDP,RESOLVED
8822,18-05-2023,Health Dept,Increase in mosquito density,Byatarayanapura/7,Yelahanka,BBMP-UDP,CLOSED
8823,18-05-2023,Health Dept,Air/Noise pollution,Hosahalli/124,South,Nammabengaluru App,RESOLVED
8824,18-05-2023,Health Dept,Spraying,Chalavadipalya/138,West,BBMP-UDP,CLOSED
8825,18-05-2023,Health Dept,Delay in issue of Trade licence,Chikpete/109,West,BBMP-UDP,CLOSED
8826,18-05-2023,Health Dept,Air/Noise pollution,Sampangiram Nagar/110,East,Nammabengaluru App,CLOSED
8827,19-05-2023,Health Dept,Increase in mosquito density,Maruthi Seva Nagar/59,East,Nammabengaluru App,CLOSED
8828,19-05-2023,Health Dept,Increase in mosquito density,Banaswadi/27,East,Nammabengaluru App,CLOSED
8829,19-05-2023,Health Dept,Increase in mosquito density,Shiva Nagar/107,West,BBMP-UDP,CLOSED
8830,19-05-2023,Health Dept,Fogging,Hemmigepura/198,RRNagar,Whatsapp,CLOSED
8831,19-05-2023,Health Dept,Unavailability of staff,Hosakerehalli/161,South,Nammabengaluru App,CLOSED
8832,19-05-2023,Health Dept,Increase in mosquito density,Banaswadi/27,East,Whatsapp,CLOSED
8833,19-05-2023,Health Dept,Increase in mosquito density,Bommanahalli/175,Bommanahalli,Nammabengaluru App,CLOSED
8834,19-05-2023,Health Dept,Increase in mosquito density,HAL Airport/87,Mahadevapura,Nammabengaluru App,CLOSED
8835,19-05-2023,Health Dept,Spraying,J.P.Nagar/177,South,Nammabengaluru App,RESOLVED
8836,19-05-2023,Health Dept,Unhygienic premises in Hotel etc,Laggere/69,RRNagar,BBMP-UDP,RESOLVED
8837,20-05-2023,Health Dept,Fogging,Maruthi Mandira Ward/126,West,BBMP-UDP,CLOSED
8838,20-05-2023,Health Dept,Spraying,Doddanekkundi/85,Mahadevapura,Nammabengaluru App,CLOSED
8839,20-05-2023,Health Dept,Fogging,Konanakunte/195,Bommanahalli,Nammabengaluru App,CLOSED
8840,20-05-2023,Health Dept,Increase in mosquito density,Konanakunte/195,Bommanahalli,Nammabengaluru App,CLOSED
8841,20-05-2023,Health Dept,Increase in mosquito density,Marappana Palya/44,West,BBMP-UDP,CLOSED
8842,20-05-2023,Health Dept,Unhygienic premises in hospital,Nagapura/67,West,Nammabengaluru App,CLOSED
8843,20-05-2023,Health Dept,Increase in mosquito density,Benniganahalli/50,East,Whatsapp,CLOSED
8844,20-05-2023,Health Dept,Air/Noise pollution,Koramangala/151,South,BBMP-UDP,CLOSED
8845,20-05-2023,Health Dept,Air/Noise pollution,Kammanahalli/28,East,BBMP-UDP,CLOSED
8846,21-05-2023,Health Dept,Air/Noise pollution,Sarakki/178,South,Nammabengaluru App,CLOSED
8847,21-05-2023,Health Dept,Increase in mosquito density,Attiguppe/132,South,Nammabengaluru App,RESOLVED
8848,21-05-2023,Health Dept,Fogging,Someshwara/3,Yelahanka,BBMP-UDP,CLOSED
8849,21-05-2023,Health Dept,Air/Noise pollution,Hebbal/21,East,Nammabengaluru App,CLOSED
8850,22-05-2023,Health Dept,Air/Noise pollution,Puttenahalli/187,Bommanahalli,Nammabengaluru App,CLOSED
8851,22-05-2023,Health Dept,Increase in mosquito density,Banaswadi/27,East,Nammabengaluru App,CLOSED
8852,22-05-2023,Health Dept,Spraying,Banaswadi/27,East,Nammabengaluru App,CLOSED
8853,22-05-2023,Health Dept,Air/Noise pollution,Jeevanbhima Nagar/88,East,BBMP-UDP,CLOSED
8854,22-05-2023,Health Dept,Spraying,Gottigere/194,Bommanahalli,Nammabengaluru App,CLOSED
8855,22-05-2023,Health Dept,Increase in mosquito density,Gottigere/194,Bommanahalli,Nammabengaluru App,CLOSED
8856,22-05-2023,Health Dept,Air/Noise pollution,Bellandur/150,Mahadevapura,BBMP-UDP,CLOSED
8857,22-05-2023,Health Dept,Increase in mosquito density,Cottonpet/120,West,Nammabengaluru App,CLOSED
8858,22-05-2023,Health Dept,Increase in mosquito density,Byatarayanapura/7,Yelahanka,BBMP-UDP,CLOSED
8859,22-05-2023,Health Dept,Increase in mosquito density,Kaveripura/103,West,Nammabengaluru App,CLOSED
8860,22-05-2023,Health Dept,Air/Noise pollution,Pulikeshi Nagar/78,East,Nammabengaluru App,CLOSED
8861,23-05-2023,Health Dept,Increase in mosquito density,Nagapura/67,West,BBMP-UDP,CLOSED
8862,23-05-2023,Health Dept,Fogging,Jakkur/5,Yelahanka,Nammabengaluru App,CLOSED
8863,23-05-2023,Health Dept,Air/Noise pollution,Byatarayanapura/7,Yelahanka,BBMP-UDP,CLOSED
8864,23-05-2023,Health Dept,Air/Noise pollution,Shivaji Nagar/92,East,Whatsapp,CLOSED
8865,24-05-2023,Health Dept,Increase in mosquito density,Chikkalasandra/183,South,Nammabengaluru App,CLOSED
8866,24-05-2023,Health Dept,Spraying,Jakkur/5,Yelahanka,Whatsapp,CLOSED
8867,24-05-2023,Health Dept,Air/Noise pollution,Horamavu/25,Mahadevapura,BBMP-UDP,CLOSED
8868,24-05-2023,Health Dept,Air/Noise pollution,Horamavu/25,Mahadevapura,BBMP-UDP,CLOSED
8869,24-05-2023,Health Dept,Unhygienic premises in Hotel etc,Rajaji Nagar/99,West,BBMP-UDP,CLOSED
8870,24-05-2023,Health Dept,Spraying,Hoysala Nagar/80,East,BBMP-UDP,CLOSED
8871,24-05-2023,Health Dept,Increase in mosquito density,Jnanabharathi Ward/129,RRNagar,Nammabengaluru App,CLOSED
8872,25-05-2023,Health Dept,Increase in mosquito density,Banaswadi/27,East,Nammabengaluru App,CLOSED
8873,25-05-2023,Health Dept,Unhygienic premises in Hotel etc,Agrahara Dasarahalli/105,West,BBMP-UDP,CLOSED
8874,25-05-2023,Health Dept,Air/Noise pollution,Cottonpet/120,West,Whatsapp,CLOSED
8875,25-05-2023,Health Dept,Spraying,Pattabhiram Nagar/168,South,BBMP-UDP,CLOSED
8876,25-05-2023,Health Dept,Unhygienic premises in Hotel etc,Agrahara Dasarahalli/105,West,Nammabengaluru App,CLOSED
8877,25-05-2023,Health Dept,Spraying,Vasanth Nagar/93,East,BBMP-UDP,CLOSED
8878,25-05-2023,Health Dept,Air/Noise pollution,Chokkasandra/39,Dasarahalli,Nammabengaluru App,RESOLVED
8879,25-05-2023,Health Dept,Spraying,Hombegowda Nagar/145,South,Nammabengaluru App,RESOLVED
8880,25-05-2023,Health Dept,Spraying,Shankaramata/75,West,BBMP-UDP,RESOLVED
8881,25-05-2023,Health Dept,Increase in mosquito density,Vidyaranyapura/9,Yelahanka,Nammabengaluru App,CLOSED
8882,25-05-2023,Health Dept,Spraying,Yelahanka old Satellite Town/4,Yelahanka,Nammabengaluru App,CLOSED
8883,25-05-2023,Health Dept,Air/Noise pollution,Jakkur/5,Yelahanka,Nammabengaluru App,CLOSED
8884,25-05-2023,Health Dept,Increase in mosquito density,Gottigere/194,Bommanahalli,Nammabengaluru App,CLOSED
8885,25-05-2023,Health Dept,Air/Noise pollution,Konena Agrahara/113,East,Nammabengaluru App,CLOSED
8886,26-05-2023,Health Dept,Increase in mosquito density,Kodigehalli/8,Yelahanka,Nammabengaluru App,CLOSED
8887,26-05-2023,Health Dept,Increase in mosquito density,Ullalu/130,RRNagar,Nammabengaluru App,CLOSED
8888,26-05-2023,Health Dept,Increase in mosquito density,Someshwara/3,Yelahanka,Nammabengaluru App,CLOSED
8889,26-05-2023,Health Dept,Increase in mosquito density,Nagarabhavi/128,West,Nammabengaluru App,CLOSED
8890,26-05-2023,Health Dept,Spraying,Jakkur/5,Yelahanka,Nammabengaluru App,CLOSED
8891,27-05-2023,Health Dept,Air/Noise pollution,Nagarabhavi/128,West,Nammabengaluru App,CLOSED
8892,27-05-2023,Health Dept,Air/Noise pollution,Nagarabhavi/128,West,Nammabengaluru App,CLOSED
8893,27-05-2023,Health Dept,Unhygienic premises in Hotel etc,Nagarabhavi/128,West,Nammabengaluru App,CLOSED
8894,27-05-2023,Health Dept,Increase in mosquito density,Yelachenahalli/185,Bommanahalli,Nammabengaluru App,CLOSED
8895,27-05-2023,Health Dept,Increase in mosquito density,Sampangiram Nagar/110,East,Nammabengaluru App,CLOSED
8896,27-05-2023,Health Dept,Increase in mosquito density,Yelachenahalli/185,Bommanahalli,BBMP-UDP,CLOSED
8897,27-05-2023,Health Dept,Spraying,Vidyapeetha/164,South,Whatsapp,RESOLVED
8898,27-05-2023,Health Dept,Increase in mosquito density,Uttarahalli/184,Bommanahalli,Sahaaya Helpline,CLOSED
8899,27-05-2023,Health Dept,Air/Noise pollution,Lingarajapuram/49,East,BBMP-UDP,CLOSED
8900,27-05-2023,Health Dept,Air/Noise pollution,Singasandra/191,Bommanahalli,Nammabengaluru App,CLOSED
8901,27-05-2023,Health Dept,Fogging,Begur/192,Bommanahalli,BBMP-UDP,CLOSED
8902,27-05-2023,Health Dept,Fogging,Subhash Nagar/95,West,BBMP-UDP,CLOSED
8903,28-05-2023,Health Dept,Increase in mosquito density,Kodigehalli/8,Yelahanka,BBMP-UDP,CLOSED
8904,28-05-2023,Health Dept,Non availability of drugs,Banaswadi/27,East,BBMP-UDP,CLOSED
8905,28-05-2023,Health Dept,Unhygienic premises in Hotel etc,Radhakrishna Temple/18,East,BBMP-UDP,CLOSED
8906,28-05-2023,Health Dept,Unhygienic premises in Hotel etc,Begur/192,Bommanahalli,Nammabengaluru App,CLOSED
8907,28-05-2023,Health Dept,Increase in mosquito density,Newthippasandra/58,East,BBMP-UDP,CLOSED
8908,28-05-2023,Health Dept,Air/Noise pollution,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
8909,29-05-2023,Health Dept,Spraying,Bommanahalli/175,Bommanahalli,BBMP-UDP,CLOSED
8910,29-05-2023,Health Dept,Increase in mosquito density,Jeevanbhima Nagar/88,East,BBMP-UDP,CLOSED
8911,29-05-2023,Health Dept,Increase in mosquito density,Herohalli/72,RRNagar,BBMP-UDP,RESOLVED
8912,29-05-2023,Health Dept,Increase in mosquito density,Konanakunte/195,Bommanahalli,BBMP-UDP,CLOSED
8913,30-05-2023,Health Dept,Fogging,Doddanekkundi/85,Mahadevapura,Nammabengaluru App,CLOSED
8914,30-05-2023,Health Dept,Increase in mosquito density,Ramaswamy Palya/62,East,BBMP-UDP,CLOSED
8915,30-05-2023,Health Dept,Increase in mosquito density,Kuvempu Nagar/11,Yelahanka,BBMP-UDP,CLOSED
8916,30-05-2023,Health Dept,Fogging,K.R.Market/139,West,BBMP-UDP,CLOSED
8917,30-05-2023,Health Dept,Spraying,Attiguppe/132,South,Whatsapp,RESOLVED
8918,30-05-2023,Health Dept,Increase in mosquito density,H.M.T/38,RRNagar,BBMP-UDP,RESOLVED
8919,30-05-2023,Health Dept,Spraying,Hebbal/21,East,BBMP-UDP,CLOSED
8920,30-05-2023,Health Dept,Air/Noise pollution,Jnanabharathi Ward/129,RRNagar,Nammabengaluru App,CLOSED
8921,30-05-2023,Health Dept,Increase in mosquito density,Doddanekkundi/85,Mahadevapura,BBMP-UDP,CLOSED
8922,30-05-2023,Health Dept,Increase in mosquito density,Someshwara/3,Yelahanka,Nammabengaluru App,CLOSED
8923,31-05-2023,Health Dept,Increase in mosquito density,Begur/192,Bommanahalli,Nammabengaluru App,CLOSED
8924,31-05-2023,Health Dept,Increase in mosquito density,Doddanekkundi/85,Mahadevapura,BBMP-UDP,CLOSED
8925,31-05-2023,Health Dept,Unhygienic premises in Hotel etc,Dattathreya Temple/77,West,Nammabengaluru App,CLOSED
8926,31-05-2023,Health Dept,Air/Noise pollution,HAL Airport/87,Mahadevapura,BBMP-UDP,CLOSED
8927,31-05-2023,Health Dept,Spraying,Shakambari Nagar/179,South,BBMP-UDP,CLOSED
8928,31-05-2023,Health Dept,Fogging,Vannarpet/115,East,Whatsapp,CLOSED
8929,01-06-2023,Health Dept,Air/Noise pollution,Kavalbyrasandra/32,East,BBMP-UDP,CLOSED
8930,01-06-2023,Health Dept,Increase in mosquito density,Hemmigepura/198,RRNagar,Nammabengaluru App,CLOSED
8931,01-06-2023,Health Dept,Unhygienic premises in Hotel etc,Nagapura/67,West,Nammabengaluru App,CLOSED
8932,01-06-2023,Health Dept,Increase in mosquito density,Hosahalli/124,South,BBMP-UDP,RESOLVED
8933,01-06-2023,Health Dept,Increase in mosquito density,Chalavadipalya/138,West,BBMP-UDP,CLOSED
8934,02-06-2023,Health Dept,Increase in mosquito density,HBR Layout/24,East,Sahaaya Helpline,CLOSED
8935,02-06-2023,Health Dept,Increase in mosquito density,Malleshwaram/65,West,BBMP-UDP,CLOSED
8936,02-06-2023,Health Dept,Spraying,Singasandra/191,Bommanahalli,BBMP-UDP,CLOSED
8937,02-06-2023,Health Dept,Increase in mosquito density,Thanisandra/6,Yelahanka,Nammabengaluru App,CLOSED
8938,02-06-2023,Health Dept,Increase in mosquito density,Doddabommasandra/10,Yelahanka,Nammabengaluru App,CLOSED
8939,03-06-2023,Health Dept,Spraying,Subedarapalya/45,West,BBMP-UDP,CLOSED
8940,03-06-2023,Health Dept,Increase in mosquito density,Thanisandra/6,Yelahanka,Nammabengaluru App,CLOSED
8941,03-06-2023,Health Dept,Increase in mosquito density,Herohalli/72,RRNagar,Nammabengaluru App,RESOLVED
8942,03-06-2023,Health Dept,Air/Noise pollution,HSR Layout/174,Bommanahalli,Nammabengaluru App,CLOSED
8943,04-06-2023,Health Dept,Increase in mosquito density,Doddabommasandra/10,Yelahanka,Nammabengaluru App,CLOSED
8944,04-06-2023,Health Dept,Increase in mosquito density,Agrahara Dasarahalli/105,West,Nammabengaluru App,CLOSED
8945,04-06-2023,Health Dept,Air/Noise pollution,Someshwara/3,Yelahanka,Nammabengaluru App,CLOSED
8946,04-06-2023,Health Dept,Unhygienic premises in Hotel etc,Gangenahalli/34,East,Nammabengaluru App,CLOSED
8947,04-06-2023,Health Dept,Increase in mosquito density,Uttarahalli/184,Bommanahalli,Nammabengaluru App,CLOSED
8948,04-06-2023,Health Dept,Fogging,Sanjay Nagar/19,East,Whatsapp,CLOSED
8949,05-06-2023,Health Dept,Increase in mosquito density,Yelachenahalli/185,Bommanahalli,BBMP-UDP,CLOSED
